Millenium;1;0;Gentside;PRE MSI
BAUSuperMassive;1;0;YouthCrew Esports;PRE MSI
1907 Fenerbahçe;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;1;0;YouthCrew Esports;PRE MSI
Royal Bandits;1;0;Galakticos;PRE MSI
HWA Gaming;1;0;Dark Passage;PRE MSI
Team Aurora;1;0;BAUSuperMassive;PRE MSI
Royal Bandits;0;1;BAUSuperMassive;PRE MSI
Galakticos;0;1;HWA Gaming;PRE MSI
Team Aurora;1;0;1907 Fenerbahçe;PRE MSI
Dark Passage;0;1;YouthCrew Esports;PRE MSI
Galakticos;0;1;YouthCrew Esports;PRE MSI
Royal Bandits;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;1;0;BAUSuperMassive;PRE MSI
Team Aurora;0;1;Dark Passage;PRE MSI
HWA Gaming;0;1;YouthCrew Esports;PRE MSI
BAUSuperMassive;1;0;Dark Passage;PRE MSI
Galakticos;0;1;Team Aurora;PRE MSI
Royal Bandits;1;0;1907 Fenerbahçe;PRE MSI
BAUSuperMassive;1;0;Galakticos;PRE MSI
YouthCrew Esports;0;1;Royal Bandits;PRE MSI
Team Aurora;0;1;HWA Gaming;PRE MSI
Dark Passage;1;0;1907 Fenerbahçe;PRE MSI
HWA Gaming;0;1;BAUSuperMassive;PRE MSI
1907 Fenerbahçe;1;0;Galakticos;PRE MSI
Royal Bandits;1;0;Dark Passage;PRE MSI
Team Aurora;0;1;YouthCrew Esports;PRE MSI
Dark Passage;0;1;Galakticos;PRE MSI
HWA Gaming;0;1;1907 Fenerbahçe;PRE MSI
BAUSuperMassive;1;0;YouthCrew Esports;PRE MSI
Team Aurora;0;1;Royal Bandits;PRE MSI
HWA Gaming;1;0;Dark Passage;PRE MSI
Team Aurora;0;1;BAUSuperMassive;PRE MSI
YouthCrew Esports;1;0;1907 Fenerbahçe;PRE MSI
Royal Bandits;1;0;Galakticos;PRE MSI
HWA Gaming;1;0;Galakticos;PRE MSI
1907 Fenerbahçe;1;0;Team Aurora;PRE MSI
BAUSuperMassive;1;0;Royal Bandits;PRE MSI
Dark Passage;1;0;YouthCrew Esports;PRE MSI
V3 Esports;0;2;Pentagram;PRE MSI
Unsold Stuff Gaming;2;0;Rascal Jester;PRE MSI
Detonation FocusMe;2;1;7th Heaven;PRE MSI
V3 Esports;1;2;Rascal Jester;PRE MSI
Unsold Stuff Gaming;2;0;7th Heaven;PRE MSI
Detonation FocusMe;1;0;Pentagram;PRE MSI
Pentagram;0;1;7th Heaven;PRE MSI
V3 Esports;2;1;Unsold Stuff Gaming;PRE MSI
Rascal Jester;0;2;Detonation FocusMe;PRE MSI
Detonation FocusMe;2;0;V3 Esports;PRE MSI
Unsold Stuff Gaming;2;1;Pentagram;PRE MSI
7th Heaven;1;2;Rascal Jester;PRE MSI
V3 Esports;2;0;7th Heaven;PRE MSI
Pentagram;2;0;Rascal Jester;PRE MSI
Unsold Stuff Gaming;0;2;Detonation FocusMe;PRE MSI
Rascal Jester;0;2;Unsold Stuff Gaming;PRE MSI
7th Heaven;0;2;Detonation FocusMe;PRE MSI
V3 Esports;1;2;Pentagram;PRE MSI
7th Heaven;1;2;Unsold Stuff Gaming;PRE MSI
Rascal Jester;1;2;V3 Esports;PRE MSI
Rascal Jester;0;2;Detonation FocusMe;PRE MSI
7th Heaven;0;2;Pentagram;PRE MSI
V3 Esports;0;2;Unsold Stuff Gaming;PRE MSI
V3 Esports;0;2;Detonation FocusMe;PRE MSI
Pentagram;2;0;Unsold Stuff Gaming;PRE MSI
Rascal Jester;2;1;7th Heaven;PRE MSI
Rascal Jester;0;2;Pentagram;PRE MSI
Detonation FocusMe;2;1;Unsold Stuff Gaming;PRE MSI
7th Heaven;2;1;V3 Esports;PRE MSI
Legacy eSports;3;2;Avant Gaming;PRE MSI
Order;2;3;Legacy eSports;PRE MSI
Chiefs eSports Club;3;1;Legacy eSports;PRE MSI
Dire Wolves;3;2;Chiefs eSports Club;PRE MSI
Echo Fox Academy;3;1;Team Liquid Academy;PRE MSI
Cloud9 Academy;0;3;FlyQuest Academy;PRE MSI
FlyQuest Academy;3;2;Echo Fox Academy;PRE MSI
J Team;2;1;MAD Team;PRE MSI
Hong Kong Attitude;0;2;ahq e-Sports Club;PRE MSI
Machi E-Sports;2;1;Hong Kong Attitude;PRE MSI
Flash Wolves;2;1;Team Afro;PRE MSI
J Team;2;0;Hong Kong Attitude;PRE MSI
Team Afro;0;2;G-Rex;PRE MSI
ahq e-Sports Club;0;2;Machi E-Sports;PRE MSI
G-Rex;2;0;MAD Team;PRE MSI
G-Rex;2;0;Machi E-Sports;PRE MSI
MAD Team;2;1;ahq e-Sports Club;PRE MSI
J Team;2;1;Team Afro;PRE MSI
MAD Team;2;0;Machi E-Sports;PRE MSI
Flash Wolves;2;0;Hong Kong Attitude;PRE MSI
Flash Wolves;2;0;G-Rex;PRE MSI
G-Rex;2;1;Hong Kong Attitude;PRE MSI
ahq e-Sports Club;1;2;Flash Wolves;PRE MSI
ahq e-Sports Club;1;2;Team Afro;PRE MSI
J Team;1;2;Machi E-Sports;PRE MSI
MAD Team;2;1;Hong Kong Attitude;PRE MSI
MAD Team;0;2;Team Afro;PRE MSI
J Team;2;0;ahq e-Sports Club;PRE MSI
G-Rex;0;2;ahq e-Sports Club;PRE MSI
Machi E-Sports;0;2;Flash Wolves;PRE MSI
MAD Team;0;2;Flash Wolves;PRE MSI
Team Afro;1;2;Hong Kong Attitude;PRE MSI
G-Rex;2;1;J Team;PRE MSI
Team Afro;2;1;Machi E-Sports;PRE MSI
Flash Wolves;2;0;J Team;PRE MSI
Flash Wolves;2;0;Machi E-Sports;PRE MSI
Hong Kong Attitude;1;2;J Team;PRE MSI
MAD Team;0;2;G-Rex;PRE MSI
ahq e-Sports Club;2;0;Team Afro;PRE MSI
MAD Team;2;0;J Team;PRE MSI
ahq e-Sports Club;2;0;Hong Kong Attitude;PRE MSI
Team Afro;0;2;J Team;PRE MSI
Flash Wolves;0;2;G-Rex;PRE MSI
Machi E-Sports;2;0;Team Afro;PRE MSI
MAD Team;1;2;Hong Kong Attitude;PRE MSI
G-Rex;2;0;ahq e-Sports Club;PRE MSI
MAD Team;1;2;Flash Wolves;PRE MSI
ahq e-Sports Club;1;2;MAD Team;PRE MSI
Team Afro;0;2;Hong Kong Attitude;PRE MSI
G-Rex;2;0;Team Afro;PRE MSI
J Team;0;2;Machi E-Sports;PRE MSI
Team Afro;0;2;Flash Wolves;PRE MSI
G-Rex;2;0;J Team;PRE MSI
Machi E-Sports;2;0;MAD Team;PRE MSI
Hong Kong Attitude;1;2;G-Rex;PRE MSI
Machi E-Sports;2;1;ahq e-Sports Club;PRE MSI
Hong Kong Attitude;0;2;Flash Wolves;PRE MSI
Machi E-Sports;2;0;Hong Kong Attitude;PRE MSI
Team Afro;1;2;MAD Team;PRE MSI
ahq e-Sports Club;0;2;Flash Wolves;PRE MSI
Machi E-Sports;1;2;G-Rex;PRE MSI
Flash Wolves;2;0;J Team;PRE MSI
J Team;0;2;ahq e-Sports Club;PRE MSI
M19 Team;2;3;RoX;PRE MSI
Gambit Esports;3;1;Team Just Alpha;PRE MSI
Gambit Esports;3;0;RoX;PRE MSI
CNB e-Sports Club;3;2;ProGaming eSports;PRE MSI
Vivo Keyd;3;0;CNB e-Sports Club;PRE MSI
Red Canids;2;3;Vivo Keyd;PRE MSI
KaBuM! e-Sports;3;2;Vivo Keyd;PRE MSI
GIGABYTE Marines;3;1;Young Generation;PRE MSI
Ultimate;1;3;GIGABYTE Marines;PRE MSI
GIGABYTE Marines;2;3;EVOS Esports;PRE MSI
Team Liquid;3;0;Cloud9;PRE MSI
Team SoloMid;1;3;Clutch Gaming;PRE MSI
Echo Fox;1;3;Team Liquid;PRE MSI
100 Thieves;3;2;Clutch Gaming;PRE MSI
Echo Fox;3;0;Clutch Gaming;PRE MSI
100 Thieves;0;3;Team Liquid;PRE MSI
Invictus Gaming;1;2;Royal Never Give Up;PRE MSI
Topsports Gaming;0;2;Suning Gaming;PRE MSI
Bilibili Gaming;2;0;Vici Gaming;PRE MSI
Funplus Phoenix;0;2;Edward Gaming;PRE MSI
Rogue Warriors;2;0;Topsports Gaming;PRE MSI
JD Gaming;2;0;LGD Gaming;PRE MSI
OMG;0;2;Team WE;PRE MSI
Funplus Phoenix;2;1;Snake Esports;PRE MSI
Topsports Gaming;0;2;Royal Never Give Up;PRE MSI
Rogue Warriors;0;2;Invictus Gaming;PRE MSI
LGD Gaming;1;2;Suning Gaming;PRE MSI
Team WE;1;2;Bilibili Gaming;PRE MSI
OMG;2;0;Funplus Phoenix;PRE MSI
Snake Esports;2;0;Edward Gaming;PRE MSI
Rogue Warriors;2;1;Suning Gaming;PRE MSI
Topsports Gaming;0;2;JD Gaming;PRE MSI
Snake Esports;2;0;Team WE;PRE MSI
LGD Gaming;2;1;Royal Never Give Up;PRE MSI
JD Gaming;0;2;Invictus Gaming;PRE MSI
Bilibili Gaming;2;0;OMG;PRE MSI
Bilibili Gaming;0;2;Edward Gaming;PRE MSI
Vici Gaming;0;2;Team WE;PRE MSI
Funplus Phoenix;1;2;Team WE;PRE MSI
JD Gaming;2;1;Royal Never Give Up;PRE MSI
Rogue Warriors;1;2;LGD Gaming;PRE MSI
Vici Gaming;0;2;Snake Esports;PRE MSI
Topsports Gaming;0;2;Invictus Gaming;PRE MSI
OMG;1;2;Edward Gaming;PRE MSI
Royal Never Give Up;0;2;Rogue Warriors;PRE MSI
JD Gaming;2;1;Suning Gaming;PRE MSI
Topsports Gaming;1;2;LGD Gaming;PRE MSI
Bilibili Gaming;0;2;Snake Esports;PRE MSI
Suning Gaming;0;2;Invictus Gaming;PRE MSI
OMG;2;0;Vici Gaming;PRE MSI
Funplus Phoenix;0;2;Bilibili Gaming;PRE MSI
Vici Gaming;1;2;Edward Gaming;PRE MSI
JD Gaming;0;2;Rogue Warriors;PRE MSI
Suning Gaming;2;0;Royal Never Give Up;PRE MSI
Snake Esports;2;1;OMG;PRE MSI
LGD Gaming;1;2;Invictus Gaming;PRE MSI
Funplus Phoenix;2;0;Vici Gaming;PRE MSI
Team WE;1;2;Edward Gaming;PRE MSI
Royal Never Give Up;2;1;Bilibili Gaming;PRE MSI
Team WE;0;2;Rogue Warriors;PRE MSI
Vici Gaming;0;2;Suning Gaming;PRE MSI
LGD Gaming;1;2;Snake Esports;PRE MSI
Bilibili Gaming;2;0;Topsports Gaming;PRE MSI
Invictus Gaming;2;1;Funplus Phoenix;PRE MSI
Topsports Gaming;2;1;Vici Gaming;PRE MSI
OMG;0;2;Invictus Gaming;PRE MSI
JD Gaming;1;2;Funplus Phoenix;PRE MSI
LGD Gaming;0;2;Bilibili Gaming;PRE MSI
Invictus Gaming;2;0;Snake Esports;PRE MSI
Royal Never Give Up;2;1;Team WE;PRE MSI
Bilibili Gaming;1;2;Rogue Warriors;PRE MSI
Edward Gaming;2;0;Suning Gaming;PRE MSI
Team WE;2;0;JD Gaming;PRE MSI
Topsports Gaming;0;2;Funplus Phoenix;PRE MSI
Vici Gaming;1;2;Royal Never Give Up;PRE MSI
Rogue Warriors;2;0;Edward Gaming;PRE MSI
OMG;0;2;Suning Gaming;PRE MSI
Vici Gaming;2;0;LGD Gaming;PRE MSI
Funplus Phoenix;2;0;LGD Gaming;PRE MSI
Edward Gaming;0;2;Invictus Gaming;PRE MSI
Snake Esports;2;1;Suning Gaming;PRE MSI
Team WE;2;1;Topsports Gaming;PRE MSI
Funplus Phoenix;0;2;Royal Never Give Up;PRE MSI
JD Gaming;0;2;Edward Gaming;PRE MSI
Vici Gaming;0;2;Rogue Warriors;PRE MSI
Suning Gaming;1;2;Team WE;PRE MSI
OMG;0;2;Topsports Gaming;PRE MSI
Snake Esports;2;1;JD Gaming;PRE MSI
Suning Gaming;2;1;Funplus Phoenix;PRE MSI
Invictus Gaming;2;0;Bilibili Gaming;PRE MSI
Team WE;2;1;LGD Gaming;PRE MSI
OMG;0;2;JD Gaming;PRE MSI
Snake Esports;2;0;Topsports Gaming;PRE MSI
Royal Never Give Up;2;1;Edward Gaming;PRE MSI
Invictus Gaming;2;0;Vici Gaming;PRE MSI
Funplus Phoenix;0;2;Rogue Warriors;PRE MSI
LGD Gaming;0;2;OMG;PRE MSI
Bilibili Gaming;0;2;Suning Gaming;PRE MSI
Topsports Gaming;1;2;Edward Gaming;PRE MSI
Vici Gaming;1;2;JD Gaming;PRE MSI
Snake Esports;0;2;Rogue Warriors;PRE MSI
Royal Never Give Up;2;0;OMG;PRE MSI
Team WE;0;2;Invictus Gaming;PRE MSI
JD Gaming;1;2;Bilibili Gaming;PRE MSI
LGD Gaming;1;2;Edward Gaming;PRE MSI
OMG;0;2;Rogue Warriors;PRE MSI
Snake Esports;0;2;Royal Never Give Up;PRE MSI
Suning Gaming;2;1;Topsports Gaming;PRE MSI
Team WE;1;2;Funplus Phoenix;PRE MSI
LGD Gaming;0;2;Rogue Warriors;PRE MSI
JD Gaming;2;0;Royal Never Give Up;PRE MSI
Vici Gaming;2;0;OMG;PRE MSI
Snake Esports;2;1;Edward Gaming;PRE MSI
Invictus Gaming;2;0;JD Gaming;PRE MSI
Edward Gaming;2;0;Vici Gaming;PRE MSI
Topsports Gaming;0;2;Rogue Warriors;PRE MSI
Team WE;2;0;Bilibili Gaming;PRE MSI
Suning Gaming;1;2;LGD Gaming;PRE MSI
OMG;1;2;Edward Gaming;PRE MSI
Snake Esports;2;0;Vici Gaming;PRE MSI
Invictus Gaming;2;0;Royal Never Give Up;PRE MSI
Rogue Warriors;0;2;Suning Gaming;PRE MSI
JD Gaming;2;1;Topsports Gaming;PRE MSI
Funplus Phoenix;2;0;OMG;PRE MSI
Snake Esports;0;2;Bilibili Gaming;PRE MSI
Invictus Gaming;2;0;Topsports Gaming;PRE MSI
Suning Gaming;0;2;Royal Never Give Up;PRE MSI
LGD Gaming;2;1;JD Gaming;PRE MSI
Bilibili Gaming;2;0;Funplus Phoenix;PRE MSI
Invictus Gaming;2;0;Rogue Warriors;PRE MSI
Team WE;1;2;Edward Gaming;PRE MSI
LGD Gaming;2;1;Royal Never Give Up;PRE MSI
Bilibili Gaming;2;0;OMG;PRE MSI
Funplus Phoenix;2;0;Snake Esports;PRE MSI
Suning Gaming;1;2;JD Gaming;PRE MSI
Vici Gaming;0;2;Team WE;PRE MSI
Rogue Warriors;0;2;Royal Never Give Up;PRE MSI
Suning Gaming;1;2;Invictus Gaming;PRE MSI
Funplus Phoenix;0;2;Edward Gaming;PRE MSI
LGD Gaming;0;2;Topsports Gaming;PRE MSI
Snake Esports;0;2;OMG;PRE MSI
Bilibili Gaming;2;0;Vici Gaming;PRE MSI
Snake Esports;2;1;Team WE;PRE MSI
JD Gaming;2;1;Rogue Warriors;PRE MSI
Royal Never Give Up;2;0;Topsports Gaming;PRE MSI
Invictus Gaming;2;0;LGD Gaming;PRE MSI
Team WE;1;2;OMG;PRE MSI
Vici Gaming;1;2;Funplus Phoenix;PRE MSI
Bilibili Gaming;1;2;Edward Gaming;PRE MSI
Roccat;0;3;Splyce;PRE MSI
H2K;2;3;Team Vitality;PRE MSI
Splyce;1;3;G2 Esports;PRE MSI
Team Vitality;1;3;Fnatic;PRE MSI
Team Vitality;2;3;Splyce;PRE MSI
Fnatic;3;0;G2 Esports;PRE MSI
Unsold Stuff Gaming;1;3;Pentagram;PRE MSI
Pentagram;3;0;Detonation FocusMe;PRE MSI
Isurus Gaming;3;0;Legatum;PRE MSI
Furious Gaming;3;2;Hafnet eSports;PRE MSI
Kaos Latin Gamers;3;0;Isurus Gaming;PRE MSI
Furious Gaming;1;3;Rebirth eSports;PRE MSI
Rebirth eSports;2;3;Kaos Latin Gamers;PRE MSI
SK Telecom T1;2;1;KSV eSports;PRE MSI
SK Telecom T1;1;3;KT Rolster;PRE MSI
Afreeca Freecs;3;1;KT Rolster;PRE MSI
Afreeca Freecs;1;3;Kingzone DragonX;PRE MSI
Gaming Gaming;3;2;Predators eSports;PRE MSI
Dash9 Gaming;2;3;6Sense;PRE MSI
Gaming Gaming;0;3;Rainbow7;PRE MSI
Infinity eSports;3;1;6Sense;PRE MSI
Rainbow7;3;1;Infinity eSports;PRE MSI
Ever8 Winners;1;2;MVP;PRE MSI
Griffin;2;0;Kongdoo Monster;PRE MSI
Kongdoo Monster;2;1;Ever8 Winners;PRE MSI
MVP;1;3;Griffin;PRE MSI
MVP;3;2;Kongdoo Monster;PRE MSI
MAD Team;3;1;Machi E-Sports;PRE MSI
G-Rex;3;0;MAD Team;PRE MSI
Flash Wolves;3;0;G-Rex;PRE MSI
Team Aurora;3;1;1907 Fenerbahçe;PRE MSI
Dark Passage;0;3;YouthCrew Esports;PRE MSI
Team Aurora;1;3;BAUSuperMassive;PRE MSI
YouthCrew Esports;0;3;Royal Bandits;PRE MSI
Team Aurora;0;3;YouthCrew Esports;PRE MSI
Royal Bandits;1;3;BAUSuperMassive;PRE MSI
Team WE;0;2;Royal Never Give Up;PRE MSI
Bilibili Gaming;2;0;JD Gaming;PRE MSI
Royal Never Give Up;3;1;Snake Esports;PRE MSI
Bilibili Gaming;2;3;Rogue Warriors;PRE MSI
Royal Never Give Up;3;2;Invictus Gaming;PRE MSI
Rogue Warriors;1;3;Edward Gaming;PRE MSI
Rogue Warriors;3;1;Invictus Gaming;PRE MSI
Royal Never Give Up;3;1;Edward Gaming;PRE MSI
Penguins;0;1;Gamers Origin;PRE MSI
Misfits Academy;0;1;Millenium;PRE MSI
EURONICS Gaming;0;1;Klik Tech;PRE MSI
MAD Lions E.C.;1;0;Movistar Riders;PRE MSI
Illuminar Gaming;1;0;Ad Hoc Gaming;PRE MSI
Team Atlantis;1;0;Wind And Rain;PRE MSI
SPG eSports;0;1;MAD Lions E.C.;PRE MSI
exceL eSports;1;0;EURONICS Gaming;PRE MSI
Movistar Riders;0;1;Ninjas In Pyjamas;PRE MSI
Gamers Origin;1;0;Illuminar Gaming;PRE MSI
Klik Tech;1;0;Origen;PRE MSI
Team Atlantis;0;1;Misfits Academy;PRE MSI
Origen;1;0;exceL eSports;PRE MSI
Team Atlantis;0;1;Millenium;PRE MSI
Penguins;1;0;Illuminar Gaming;PRE MSI
Wind And Rain;0;1;Misfits Academy;PRE MSI
Gamers Origin;1;0;Ad Hoc Gaming;PRE MSI
SPG eSports;1;0;Ninjas In Pyjamas;PRE MSI
Movistar Riders;1;0;SPG eSports;PRE MSI
Penguins;1;0;Ad Hoc Gaming;PRE MSI
EURONICS Gaming;0;1;Origen;PRE MSI
Millenium;1;0;Wind And Rain;PRE MSI
Klik Tech;0;1;exceL eSports;PRE MSI
MAD Lions E.C.;1;0;Ninjas In Pyjamas;PRE MSI
SPG eSports;0;1;Ninjas In Pyjamas;PRE MSI
Klik Tech;0;1;exceL eSports;PRE MSI
Movistar Riders;1;0;SPG eSports;PRE MSI
Origen;1;0;exceL eSports;PRE MSI
Movistar Riders;1;0;Ninjas In Pyjamas;PRE MSI
Origen;1;0;Klik Tech;PRE MSI
Penguins;0;2;Ninjas In Pyjamas;PRE MSI
Klik Tech;2;0;Misfits Academy;PRE MSI
Team Atlantis;0;2;exceL eSports;PRE MSI
Movistar Riders;1;2;Illuminar Gaming;PRE MSI
Origen;2;1;Ninjas In Pyjamas;PRE MSI
MAD Lions E.C.;2;0;Klik Tech;PRE MSI
exceL eSports;0;2;Gamers Origin;PRE MSI
Illuminar Gaming;2;1;Millenium;PRE MSI
MAD Lions E.C.;1;2;Origen;PRE MSI
Gamers Origin;0;2;Illuminar Gaming;PRE MSI
Illuminar Gaming;0;3;Origen;PRE MSI
Gambit Esports;1;0;Kaos Latin Gamers;DAY1
Rainbow7;1;0;Ascension Gaming;DAY1
Gambit Esports;1;0;Ascension Gaming;DAY1
Rainbow7;0;1;Kaos Latin Gamers;DAY1
Kaos Latin Gamers;1;0;Ascension Gaming;DAY1
Rainbow7;0;1;Gambit Esports;DAY1
BAUSuperMassive;1;0;Dire Wolves;DAY2
KaBuM! e-Sports;1;0;Pentagram;DAY2
BAUSuperMassive;1;0;Pentagram;DAY2
KaBuM! e-Sports;0;1;Dire Wolves;DAY2
Dire Wolves;1;0;Pentagram;DAY2
KaBuM! e-Sports;0;1;BAUSuperMassive;DAY2
Ascension Gaming;1;0;Gambit Esports;DAY3
Kaos Latin Gamers;0;1;Rainbow7;DAY3
Ascension Gaming;0;1;Rainbow7;DAY3
Kaos Latin Gamers;0;1;Gambit Esports;DAY3
Gambit Esports;1;0;Rainbow7;DAY3
Ascension Gaming;1;0;Kaos Latin Gamers;DAY3
Pentagram;0;1;BAUSuperMassive;DAY4
Dire Wolves;0;1;KaBuM! e-Sports;DAY4
Pentagram;0;1;KaBuM! e-Sports;DAY4
Dire Wolves;0;1;BAUSuperMassive;DAY4
BAUSuperMassive;0;1;KaBuM! e-Sports;DAY4
Pentagram;1;0;Dire Wolves;DAY4
EVOS Esports;3;1;BAUSuperMassive;FINALS
Flash Wolves;3;0;Gambit Esports;FINALS
Fnatic;0;1;Royal Never Give Up;DAY1
EVOS Esports;0;1;Flash Wolves;DAY1
Kingzone DragonX;1;0;Team Liquid;DAY1
Flash Wolves;1;0;Fnatic;DAY1
Team Liquid;0;1;EVOS Esports;DAY1
Royal Never Give Up;0;1;Kingzone DragonX;DAY1
Kingzone DragonX;0;1;Fnatic;DAY2
Royal Never Give Up;1;0;EVOS Esports;DAY2
Team Liquid;0;1;Flash Wolves;DAY2
EVOS Esports;0;1;Kingzone DragonX;DAY2
Flash Wolves;1;0;Royal Never Give Up;DAY2
Fnatic;1;0;Team Liquid;DAY2
Royal Never Give Up;0;1;Team Liquid;DAY3
EVOS Esports;0;1;Fnatic;DAY3
Kingzone DragonX;0;1;Flash Wolves;DAY3
Royal Never Give Up;1;0;Fnatic;DAY3
Flash Wolves;1;0;EVOS Esports;DAY3
Team Liquid;0;1;Kingzone DragonX;DAY3
Kingzone DragonX;0;1;Royal Never Give Up;DAY4
Fnatic;1;0;Flash Wolves;DAY4
EVOS Esports;0;1;Team Liquid;DAY4
Royal Never Give Up;1;0;Flash Wolves;DAY4
Kingzone DragonX;1;0;EVOS Esports;DAY4
Team Liquid;1;0;Fnatic;DAY4
Fnatic;0;1;Kingzone DragonX;DAY5
EVOS Esports;0;1;Royal Never Give Up;DAY5
Flash Wolves;0;1;Team Liquid;DAY5
Fnatic;0;1;EVOS Esports;DAY5
Flash Wolves;1;0;Kingzone DragonX;DAY5
Team Liquid;0;1;Royal Never Give Up;DAY5
Flash Wolves;0;1;Royal Never Give Up;DAY5
Fnatic;1;0;Team Liquid;DAY5
Fnatic;0;3;Royal Never Give Up;SF
Flash Wolves;1;3;Kingzone DragonX;SF
Royal Never Give Up;3;1;Kingzone DragonX;FINALS
